"Identificador de URL";Nombre;Categorías;Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo;Visibilidad
CAT_1061;"LUSTRADORA SUPER SPEED 28-C";"MARCAS > SUPER SPEED, MAQUINA ELECTRICA > LIMPIEZA > LUSTRADORAS";0.00;;0.00;0.00;0.00;0.00;;CAT_1061;;SI;NO;"Los modelos de lustradoras SUPER SPEED ha sido especialmente diseñado y construido para tratar todo tipo de pisos. Son máquinas eficaces, fuertes y seguras, alimentadas por motores de servicio continuo electrico 220V. 50 HZ, con interruptor automático en el manubrio, barral fijo que logra mayor presión sobre el piso y facilita su desplazamiento por simple balanceo. El equipo se entrega provisto con cepillo de lustrar pisos.";;;;"SUPER SPEED";SI;;;;;Visible
CAT_SS17N;"LAVADORA SECADORA SUPER SCRUBBER 17N";"MARCAS > SUPER SCRUBBER, MAQUINA ELECTRICA > LIMPIEZA > LAVADORAS";0.00;;0.00;0.00;0.00;0.00;;CAT_SS17N;;SI;NO;;;;;"SUPER SCRUBBER";SI;;;;;Visible
CAT_PICOBELLO151;"BARREDORA ASPIRADORA EUREKA PICOBELLO 151";"MARCAS > EUREKA, MAQUINA MANUAL > LIMPIEZA > BARREDORA";0.00;;0.00;0.00;0.00;0.00;;CAT_PICOBELLO151;;SI;NO;"PICOBELLO 151 es la unica barredora manual en el mundo capaz de controlar el polvo. · Con un ancho total de limpieza de 700 mm. La Picobello 151 puede barrer hasta 2100 m2/h y es, por eso, 10 veces más rapida que una persona barriendo con escoba. · Ella combina PRODUCTIVIDAD y ECONOMIA, y se puede emplear para limpiar cualquier area de pequeñas o medianas dimensiones. · La Picobello 151 es una barredora manual muy inovativa, equipada de un sistema patentado que permite un control total del polvo que cualquier otra barredora manual de tipo tradiccional levantaría sin falta. · La Picobello 151 tiene una autonomía de trabajo ilimitada, es completamente silenciosa, y es ecológica al 100%. · Nuestro objetivo era crear una barredora manual con aspiración generada por medio de un sistema sencillo que no necesitara ser activado por motores, cables o baterías para garantizar así sencillez, economía y ecología. * La Picobello 151 es una barredora manual con un ancho total de limpieza de 700 mm. La Picobello 151 puede barrer hasta 2100 m2/h y es, por eso, 10 veces más rapida que una persona barriendo con escoba. Ella combina PRODUCTIVIDAD y ECONOMIA, y se puede emplear para limpiar cualquier area de pequeñas o medianas dimensiones.";;;;EUREKA;SI;;;;;Visible
CAT_1420;"ASPIRADORA FORZA 202WD";"MARCAS > CATANESE, MAQUINA ELECTRICA > LIMPIEZA > ASPIRADORA ELECTRICA";0.00;;0.00;0.00;0.00;0.00;;CAT_1420;;SI;NO;"Aspiradoras comerciales para polvo y agua equipada con motor blindado de alto rendimiento. Con un excelente diseño y depósito construido de plástico alto impacto que brinda la máxima resistencia y durabilidad. Fácilmente trasladable, por estar montada sobre cuatro ruedas giratorias de excelente performance. Ganchos de cierre plástico, boca de entrada para manguera de diámetro 38 mm y soporte para la utilización de bolsas recolectoras de papel descartable o bolsas recolectoras de tela descartable, filtro de aspiración para polvo clase G -standard- y filtro flotante para líquidos.";;;;CATANESE;SI;;;;;Visible
CAT_1620;"ASPIRADORA FORZA 402 WD";"MARCAS > CATANESE, MAQUINA ELECTRICA > LIMPIEZA > ASPIRADORA ELECTRICA";0.00;;0.00;0.00;0.00;0.00;;CAT_1620;;SI;NO;"Aspiradoras industriales para polvo y agua equipada con motor blindado de alto rendimiento. Con un excelente diseño y depósito construido de plástico alto impacto que brinda la máxima resistencia y durabilidad. Manguera de drenaje para fluidos. Fácilmente trasladable, por estar montada sobre cuatro ruedas giratorias de excelente performance. Ganchos de cierre plástico, boca de entrada para manguera de diámetro 38 mm y soporte para la utilización de bolsas recolectoras de papel descartable o bolsas recolectoras de tela descartable, filtro de aspiración para polvo de gran rendimiento clase G -standard-, soporte para instalar filtro cartucho y filtro flotante para líquidos";;;;CATANESE;SI;;;;;Visible
CAT_1560;"ASPIRADORA FORZA 303WD";"MARCAS > CATANESE, MAQUINA ELECTRICA > LIMPIEZA > ASPIRADORA ELECTRICA";0.00;;0.00;0.00;0.00;0.00;;CAT_1560;;SI;NO;"Aspiradoras comerciales para polvo y agua equipada con motor blindado de alto rendimiento. Con un excelente diseño y depósito construido de plástico alto impacto que brinda la máxima resistencia y durabilidad. Fácilmente trasladable, por estar montada sobre cuatro ruedas giratorias de excelente performance. Ganchos de cierre plástico, boca de entrada para manguera de diámetro 38 mm y soporte para la utilización de bolsas recolectoras de papel descartable o bolsas recolectoras de tela descartable, filtro de aspiración para polvo clase G -standard- y filtro flotante para líquidos.";;;;CATANESE;SI;;;;;Visible
ITU_2608901188;"Disco Corte Expert Carb Multiwheel 4""1/2";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608901188;;SI;NO;"Disco de Corte EXPERT Carbide Multi Wheel 115mm x 22.23mm. Los accesorios con Carbide Technology de Bosch tienen una durabilidad exc epcional. El grano de carburo de alto grado es extremadamente afilado para obtener los mejores resultados durante una vida útil extensa. Trabajo duradero y seguro con unión láser extrafuerte. La técnica de fabricación exclusiva de Bosch significa que los granos de carburo se incrustan directamente en el borde de acero. El robusto cuerpo de acero mantiene una profundidad de corte constante. Los orificios de enfriamiento únicos y el diseño de la ranura evitan la deformación y garantizan una velocidad constante. Con orificio de 22,23 mm para amoladoras angulares de contratuercas estándar. Reemplaza al código: 2608623012";;;;BOSCH;SI;;;;;Visible
ITU_2608900913;"Disco de lija Expert C470, 125mm, grano 180, 50 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900913;;SI;NO;"La Hoja de lija EXPERT C470 ofrece una tasa de remoción de material excepcional y tiene una vida útil prolongada. El producto tiene un recubrimiento de estearato de calcio que reduce la acumulación de polvo que ayuda a tener un uso máximo del accesorio. Además, la superficie con recubrimiento electrostático abierto y el espacio entre los granos asegura una eliminación de polvo uniforme, controlada y consistente. Fue Diseñada para lijar madera, pintura y revestimientos como barniz, yeso, masilla y materiales sintéticos y sólidos como polímeros (Corian, Varicor). El producto está fabricado con papel C- / B recubierto con óxido de aluminio semi-friable y robusto para una calidad constante y una alta capacidad de desbaste. Gracias al sistema de cierre tipo contacto, es posible realizar cambios rápidos del accesorio, además de proporcionar un manejo fácil. La Hoja de lija EXPERT C470 es compatible con lijadoras orbitales.";;;;BOSCH;SI;;;;;Visible
ITU_2608900912;"Disco de lija Expert C470; 125mm, grano 120, 50 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900912;;SI;NO;"La Hoja de lija EXPERT C470 ofrece una tasa de remoción de material excepcional y tiene una vida útil prolongada. El producto tiene un recubrimiento de estearato de calcio que reduce la acumulación de polvo que ayuda a tener un uso máximo del accesorio. Además, la superficie con recubrimiento electrostático abierto y el espacio entre los granos asegura una eliminación de polvo uniforme, controlada y consistente. Fue Diseñada para lijar madera, pintura y revestimientos como barniz, yeso, masilla y materiales sintéticos y sólidos como polímeros (Corian, Varicor). El producto está fabricado con papel C- / B recubierto con óxido de aluminio semi-friable y robusto para una calidad constante y una alta capacidad de desbaste. Gracias al sistema de cierre tipo contacto, es posible realizar cambios rápidos del accesorio, además de proporcionar un manejo fácil. La Hoja de lija EXPERT C470 es compatible con lijadoras orbitales. Reemplaza al código: 2608607828";;;;BOSCH;SI;;;;;Visible
ITU_2608900911;"Disco de lija Expert C470; 125mm, grano 100, 50 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900911;;SI;NO;"La Hoja de lija EXPERT C470 ofrece una tasa de remoción de material excepcional y tiene una vida útil prolongada. El producto tiene un recubrimiento de estearato de calcio que reduce la acumulación de polvo que ayuda a tener un uso máximo del accesorio. Además, la superficie con recubrimiento electrostático abierto y el espacio entre los granos asegura una eliminación de polvo uniforme, controlada y consistente. Fue Diseñada para lijar madera, pintura y revestimientos como barniz, yeso, masilla y materiales sintéticos y sólidos como polímeros (Corian, Varicor). El producto está fabricado con papel C- / B recubierto con óxido de aluminio semi-friable y robusto para una calidad constante y una alta capacidad de desbaste. Gracias al sistema de cierre tipo contacto, es posible realizar cambios rápidos del accesorio, además de proporcionar un manejo fácil. La Hoja de lija EXPERT C470 es compatible con lijadoras orbitales. Reemplaza al código: 2608607827";;;;BOSCH;SI;;;;;Visible
ITU_2608900910;"Disco de lija Expert C470; 125mm, grano 80, 50 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900910;;SI;NO;"La Hoja de lija EXPERT C470 ofrece una tasa de remoción de material excepcional y tiene una vida útil prolongada. El producto tiene un recubrimiento de estearato de calcio que reduce la acumulación de polvo que ayuda a tener un uso máximo del accesorio. Además, la superficie con recubrimiento electrostático abierto y el espacio entre los granos asegura una eliminación de polvo uniforme, controlada y consistente. Fue Diseñada para lijar madera, pintura y revestimientos como barniz, yeso, masilla y materiales sintéticos y sólidos como polímeros (Corian, Varicor). El producto está fabricado con papel C- / B recubierto con óxido de aluminio semi-friable y robusto para una calidad constante y una alta capacidad de desbaste. Gracias al sistema de cierre tipo contacto, es posible realizar cambios rápidos del accesorio, además de proporcionar un manejo fácil. La Hoja de lija EXPERT C470 es compatible con lijadoras orbitales. Reemplaza al código: 2608607826";;;;BOSCH;SI;;;;;Visible
ITU_2608900909;"Disco de lija Expert C470; 125mm, grano 60, 50 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900909;;SI;NO;"La Hoja de lija EXPERT C470 ofrece una tasa de remoción de material excepcional y tiene una vida útil prolongada. El producto tiene un recubrimiento de estearato de calcio que reduce la acumulación de polvo que ayuda a tener un uso máximo del accesorio. Además, la superficie con recubrimiento electrostático abierto y el espacio entre los granos asegura una eliminación de polvo uniforme, controlada y consistente. Fue Diseñada para lijar madera, pintura y revestimientos como barniz, yeso, masilla y materiales sintéticos y sólidos como polímeros (Corian, Varicor). El producto está fabricado con papel C- / B recubierto con óxido de aluminio semi-friable y robusto para una calidad constante y una alta capacidad de desbaste. Gracias al sistema de cierre tipo contacto, es posible realizar cambios rápidos del accesorio, además de proporcionar un manejo fácil. La Hoja de lija EXPERT C470 es compatible con lijadoras orbitales. Reemplaza al código: 2608607825";;;;BOSCH;SI;;;;;Visible
ITU_2608900908;"Disco de lija Expert C470; 125mm, grano 40, 50 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900908;;SI;NO;"La Hoja de lija EXPERT C470 ofrece una tasa de remoción de material excepcional y tiene una vida útil prolongada. El producto tiene un recubrimiento de estearato de calcio que reduce la acumulación de polvo que ayuda a tener un uso máximo del accesorio. Además, la superficie con recubrimiento electrostático abierto y el espacio entre los granos asegura una eliminación de polvo uniforme, controlada y consistente. Fue Diseñada para lijar madera, pintura y revestimientos como barniz, yeso, masilla y materiales sintéticos y sólidos como polímeros (Corian, Varicor). El producto está fabricado con papel C- / B recubierto con óxido de aluminio semi-friable y robusto para una calidad constante y una alta capacidad de desbaste. Gracias al sistema de cierre tipo contacto, es posible realizar cambios rápidos del accesorio, además de proporcionar un manejo fácil. La Hoja de lija EXPERT C470 es compatible con lijadoras orbitales. Reemplaza al código: 2608607824";;;;BOSCH;SI;;;;;Visible
ITU_2608900891;"Hoja de lija Expert C470; 115x107mm, GRANO 60 X 10 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > LIJAS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900891;;SI;NO;"La Hoja de lija EXPERT C470 ofrece una tasa de remoción de material excepcional y tiene una vida útil prolongada. El producto tiene un recubrimiento de estearato de calcio que reduce la acumulación de polvo que ayuda a tener un uso máximo del accesorio. Además, la superficie con recubrimiento electrostático abierto y el espacio entre los granos asegura una eliminación de polvo uniforme, controlada y consistente. Fue Diseñada para lijar madera, pintura y revestimientos como barniz, yeso, masilla y materiales sintéticos y sólidos como polímeros (Corian, Varicor). El producto está fabricado con papel C- / B recubierto con óxido de aluminio semi-friable y robusto para una calidad constante y una alta capacidad de desbaste. Gracias al sistema de cierre tipo contacto, es posible realizar cambios rápidos del accesorio, además de proporcionar un manejo fácil. La Hoja de lija EXPERT C470 es compatible con lijadoras orbitales y lijadoras vibratorias. Reemplaza a 2608607456.";;;;BOSCH;SI;;;;;Visible
ITU_2608900809;"Disco de Lija EXPERT C470; 125mm G240 5 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900809;;SI;NO;"Para lijadoras rotorbitales y lijadoras orbitales. Lijado rápido de pintura y madera. Abrasión excepcional con Surface Structure de Bosch. La alineación del grano durante la producción asegura un corte agresivo. Reemplaza al código: 2608605073";;;;BOSCH;SI;;;;;Visible
ITU_2608900691;"Disco de Lija Expert M480, 150 mm, G120 5 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900691;;SI;NO;"El Disco de lija EXPERT M480 de Bosch garantiza un pulido y texturizado prácticamente sin polvo en madera y superficies pintadas. La estructura de malla abierta permite la extracción de polvo de pulido sobre toda la superficie de la Lija durante el trabajo. Además, el diseño minimiza las obstrucciones y ofrece superficies limpias sin acumulación de polvo. El Disco de lija EXPERT M480 está fabricado con una red de tejido de punto para proporcionar un trabajo estable y un pulido excelente. Cuenta con sistema Bosch Particle Control que garantiza que todas las partículas de polvo sean aspiradas por la aspiradora o el filtro. Está destinado al pulido fino de madera blanda, madera dura, laca, estuco y madera con resina o aceite. También es ideal para eliminar recubrimientos e impurezas, para el pulido intermedio de lacas y para texturizar masillas. Tiene granos distribuidos electrostáticamente y resina totalmente sintética para mayor durabilidad y resistencia al desg";;;;BOSCH;SI;;;;;Visible
ITU_2608900689;"Disco de Lija EXPERT M480; 150mm G80 5 piezas";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > DISCOS CORTE Y ABRASIVOS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900689;;SI;NO;"Reemplaza a 2608621162. El Disco de lija EXPERT M480 de Bosch garantiza un pulido y texturizado prácticamente sin polvo en madera y superficies pintadas. La estructura de malla abierta permite la extracción de polvo de pulido sobre toda la superficie de la Lija durante el trabajo. Además, el diseño minimiza las obstrucciones y ofrece superficies limpias sin acumulación de polvo. El Disco de lija EXPERT M480 está fabricado con una red de tejido de punto para proporcionar un trabajo estable y un pulido excelente. Cuenta con sistema Bosch Particle Control que garantiza que todas las partículas de polvo sean aspiradas por la aspiradora o el filtro. Está destinado al pulido fino de madera blanda, madera dura, laca, estuco y madera con resina o aceite. También es ideal para eliminar recubrimientos e impurezas, para el pulido intermedio de lacas y para texturizar masillas. Tiene granos distribuidos electrostáticamente y resina totalmente sintética para mayor durabilidad y resistencia al desg";;;;BOSCH;SI;;;;;Visible
ITU_2608900649;"Set De Mechas Multiconst. 4-5-6-8Mm";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > MECHAS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900649;;SI;NO;"4 Mechas Multimaterial EXPERT CYL-9 Multiconstruction 4-5-6-8 mm. Reemplaza al código: 2607018285";;;;BOSCH;SI;;;;;Visible
ITU_2608900333;"Set Mechas Plana Expert Self Cut 13/16/19/20/22/25Mm";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > MECHAS";0.00;;0.00;0.00;0.00;0.00;;ITU_2608900333;;SI;NO;"Alta velocidad de perforación en madera. Perforar rápidamente es fácil con Tip Technology de Bosch, que utiliza características de diseño avanzadas para que el trabajo sea lo más fluido y eficiente posible. El ingenioso diseño de pala en forma de onda permite un corte y una eliminación de virutas más rápidos. Rosca autoalimentada para una perforación y alta velocidad sin esfuerzo. La punta del tornillo está diseñada para atraer la broca hacia la madera sin presión del operador. Vástago hexagonal con clasificación de impacto de 1/4&quot; para uso en destornilladores y taladros de impacto. Contiene: 13/16/19/20/22/25mm. Reemplaza al código: 2608595425";;;;BOSCH;SI;;;;;Visible
ITU_2608656021;"Hoja de sierra sable - S1122HF - Madera con clavos/metal, chapas de metal, perfiles de aluminio";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > HOJA DE SIERRA";0.00;;0.00;0.00;0.00;0.00;;ITU_2608656021;;SI;NO;"Longitud total: 225 mm. Paso de diente TPI: 10. Sirve para la reparación de pallets, madera con clavos/metal (<(><<)>175 mm), láminas de metal, tuberías, perfiles de aluminio (3-12 mm), corte al ras flexible .";;;;BOSCH;SI;;;;;Visible
ITU_1619BZ0100;"Bolso de Transporte Mediano para Herramientas";"MARCAS > BOSCH, FERRETERIA > ORGANIZACIÓN Y ALMACENAMIENTO > BOLSO";0.00;;0.00;0.00;0.00;0.00;;ITU_1619BZ0100;;SI;NO;"Bolso de Transporte Mediano para Herramientas Tipo Unisex Ideal: Transporte de Herramientas Longitud 48 cm Ancho 30 cm Altura 28 cm Peso 0,84 kg 6 bolsillos internos. Apertura total de arriba 3 bolsillos externos.";;;;BOSCH;SI;;;;;Visible
ITU_1608M0005J;"Anteojos para equipos de láser verde.";"MARCAS > BOSCH, FERRETERIA > SEGURIDAD Y PROTECCION > ANTIPARRAS Y ANTEOJOS";0.00;;0.00;0.00;0.00;0.00;;ITU_1608M0005J;;SI;NO;"Anteojos para equipos de láser verde.";;;;BOSCH;SI;;;;;Visible
ITU_1600A028U0;"Cargador GAL 18V-40. Heavy Duty.";"MARCAS > BOSCH, MAQUINA A BATERIA > ACCESORIO > CARGADOR";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A028U0;;SI;NO;"Cargador GAL 18V-40. Puede cargar baterias de 2A al 100% 35 minutos y de 4,0 Ah en 65 minutos. Heavy Duty. Garantía 2 años.";;;;BOSCH;SI;;;;;Visible
ITU_1600A01B6Z;"Kit Baterías 2 baterías x 2 A.h + Cargador GAL 12V-20";"MARCAS > BOSCH, MAQUINA A BATERIA > ACCESORIO > BATERÍA";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A01B6Z;;SI;NO;"Kit Baterías 2 baterías x 2 A.h + Cargador GAL 12V-20. Mayor capacidad de la batería, con un 50 % más de autonomía que el modelo Professional de 12 V y 2,0 Ah. Velocidad de carga rápida para todas las baterías de 12 V. Carga de las baterías de 12 V y 2,0 Ah de 0 al 80 % en 36 min. Compatible con todas las herramientas Bosch Professional de 12 V (sistema profesional de 12 V)";;;;BOSCH;SI;;;;;Visible
ITU_1600A016GU;"Bateria ProCORE18V 12.0Ah.";"MARCAS > BOSCH, MAQUINA A BATERIA > ACCESORIO > BATERÍA";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A016GU;;SI;NO;"Bateria ProCORE18V 12.0Ah apto para: GSR 18-2 LI / GSR1800-LI /GSB 18 V-LI / GSA 18 V-LI/ GST 18 V-EC / GWS 18 V-LI/ GSB 18 VE-2-LI / GKS 18 V-LI. Garantía un año.";;;;BOSCH;SI;;;;;Visible
ITU_1600A016GK;"Bateria ProCORE18V 8.0Ah.";"MARCAS > BOSCH, MAQUINA A BATERIA > ACCESORIO > BATERÍA";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A016GK;;SI;NO;"Bateria ProCORE18V 8.0Ah. apto para: GSR 18-2 LI / GSR1800-LI /GSB 18 V-LI / GSA 18 V-LI/ GST 18 V-EC / GWS 18 V-LI/ GSB 18 VE-2-LI / GKS 18 V-LI. Garantía un año.";;;;BOSCH;SI;;;;;Visible
ITU_1600A015TL;"Cargador Rápido 18V 8A GAL 1880 CV 220V";"MARCAS > BOSCH, MAQUINA A BATERIA > ACCESORIO > CARGADOR";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A015TL;;SI;NO;"Cargador Rápido 18V 8A GAL 1880 CV 220V/ GBA 18V 2.0 Ah: 30 min/ GBA 18V 4.0 Ah: 35 min";;;;BOSCH;SI;;;;;Visible
ITU_1600A015TE;"Kit Baterías 2 baterías de 18V x 4 A.h + Cargador rápido 8 A";"MARCAS > BOSCH, MAQUINA A BATERIA > ACCESORIO > BATERÍA";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A015TE;;SI;NO;"Trabajo continuo gracias a la alta capacidad de la batería de 4,0 Ah en combinación con un cargador rápido: la batería de 4,0 Ah está lista para usar (80 % cargada) después de solo 20 minutos. Sistema profesional 18V: estas baterías y cargador se pueden utilizar para todas las herramientas Bosch de 18 V. Diseño exclusivo COOLPACK que prolonga la vida útil de la batería: la carcasa termoconductora especial reduce la acumulación de calor dentro de la batería";;;;BOSCH;SI;;;;;Visible
ITU_1600A012G2;"Caja de herramientas L-Boxx 238; 42x197x232mm";"MARCAS > BOSCH, FERRETERIA > ACCESORIO E INSUMOS > CAJA DE HERRAMIENTAS";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A012G2;;SI;NO;"Apertura fácil de cajas apiladas y mecanismo mejorado de clic para un manejo conveniente de L-BOXX. Medidas (L x Al x An): 442x253x357.Garantía un año.";;;;BOSCH;SI;;;;;Visible
ITU_1600A007SF;"Sistema de almacenamiento L-Boxx MINI. Ancho: 260mm; Alto: 63mm;Profundidad: 155mm; Peso: 0.3kg; Carga Máxima: 1.5kg. Garantía un año.";"MARCAS > BOSCH, FERRETERIA > ORGANIZACIÓN Y ALMACENAMIENTO > CAJA DE HERRAMIENTAS";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A007SF;;SI;NO;"Sistema de almacenamiento L-Boxx MINI. Ancho: 260mm; Alto: 63mm; Profundidad: 155mm; Peso: 0.3kg; Carga Máxima: 1.5kg. Garantía un año.";;;;BOSCH;SI;;;;;Visible
ITU_1600A002U5;"Batería Ion de Litio GBA 18V 5.0 Ah.";"MARCAS > BOSCH, MAQUINA A BATERIA > ACCESORIO > BATERÍA";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A002U5;;SI;NO;"Batería Ion de Litio GBA 18V 5.0 Ah apto para: GSR 18-2-LI / GSR 1800-LI / GSB 18 V-LI / GSA 18 V-LI GST 18 V-LI / GBH 18 V-EC / GWS 18 V-LI GSB 18 VE-2-LI / GKS 18 V-LI. Garantía un año.";;;;BOSCH;SI;;;;;Visible
ITU_1600A001SA;"Carrito.Plegado : L 510x A 810 x A 80.Desplegado : L 510 x A 1.100 x A 520. Garantía un año.";"MARCAS > BOSCH, FERRETERIA > ORGANIZACIÓN Y ALMACENAMIENTO > CARRITO PLEGABLES";0.00;;0.00;0.00;0.00;0.00;;ITU_1600A001SA;;SI;NO;"El carrito de aluminio proporciona un transporte cómodo, compatible con el sistema de movilidad de Bosch. Está fabricado en aluminio e incluye un asa plegable y ruedas para un almacenamiento ligero y compacto. La placa base compatible y la banda elástica fijan firmemente los elementos L-BOXX apilados para un transporte seguro. Con una capacidad de carga de 125 kg en el suelo y 60 kg en escaleras, este carrito es estable y robusto. Es la solución de transporte ideal para elementos L-BOXX y L-Cases.";;;;BOSCH;SI;;;;;Visible
ITU_06113440H0;"Martillo demoledor 1750W - GSH 14 C";"MARCAS > BOSCH, FERRETERIA > HERRAMIENTAS ELECTRICAS > MARTILLO DEMOLEDOR";0.00;;0.00;0.00;0.00;0.00;;ITU_06113440H0;;SI;NO;". Incluye: 1 manual de instrucciones, 1 empuñadura auxiliar, 1 Maletín de transporte, 1 Tubo de grasa, 1 Paño de limpieza para el martillo, 1 cincel punta. Peso: 15,1Kg. El GSH 14 C Professional ofrece excelentes resultados de demolición y una alta capacidad de arranque de material gracias a su energía de impacto de 28 J y una frecuencia de impacto de 1900 bpm. Su bajo peso, gracias al sistema de portaherramientas hexagonal de 22 mm, garantiza un trabajo con menor esfuerzo. El martillo rompedor es muy duradero gracias a su diseño robusto con motor sin escobillas y tecnología patentada de rotación automática de engranajes, que prolonga la vida útil de los engranajes.";;;;BOSCH;SI;;;;;Visible
ITU_06113387H0;"Martillo demoledor GSH 500 1100w- 2900 PPM. Incluye maletin/cincel/empuñadura. Garantia un año.";"MARCAS > BOSCH, FERRETERIA > HERRAMIENTAS ELECTRICAS > MARTILLO DEMOLEDOR";0.00;;0.00;0.00;0.00;0.00;;ITU_06113387H0;;SI;NO;"Martillo Demoledor GSH 500 1100w- 2900 PPM. Incluye Maletin/Cincel/Empuñadura. Garantia un año. Gran eficiencia: su diseño ligero y optimizado, junto con su potente motor, garantiza una excelente relación potencia-peso. Doce posiciones de cincel, un sistema de bloqueo variable con una sola mano y un diseño ligero y compacto hacen que el martillo sea cómodo y ergonómico de usar, incluso al trabajar por encima de la cabeza. La lubricación mejorada y la protección contra el polvo optimizadas de la herramienta aumentan su durabilidad y vida útil. Es adecuado para trabajos ligeros de cincelado en hormigón, mampostería y yeso. Utilice esta herramienta con el GDE max.";;;;BOSCH;SI;;;;;Visible
ITU_06113350H0;"Martillo Demoledor GSH 16-28 /Incluye maletín.";"MARCAS > BOSCH, FERRETERIA > HERRAMIENTAS ELECTRICAS > MARTILLO DEMOLEDOR";0.00;;0.00;0.00;0.00;0.00;;ITU_06113350H0;;SI;NO;"Potencia de percusión: 41 J / Nº de percusiones a vel. nominal de rotación: 1.300 min-1 / Portaherramientas: Hexágono interior de 28 mm / Medidas: longitud 760 mm - ancho 255 mm / Peso: 18,5 kg / Incluye: Cincel puntiagudo, tubo de grasa, paño para la máquina, carro, asa de transporte. El GSH 16-28 Professional con control de vibración y soporte para hexágono interior de 28 mm es el martillo rompedor con cable más versátil de Bosch. Su motor excepcionalmente potente proporciona una impresionante energía de impacto de 41 J para una alta capacidad de arranque de material. Además, está diseñado para ofrecer durabilidad, con componentes metálicos excepcionalmente robustos. Además, su fácil maniobrabilidad y bajas vibraciones garantizan un manejo perfecto.";;;;BOSCH;SI;;;;;Visible
ITU_06113210H0;"Martillo Demoledor GSH 5CE - 1150 W.";"MARCAS > BOSCH, FERRETERIA > HERRAMIENTAS ELECTRICAS > MARTILLO DEMOLEDOR";0.00;;0.00;0.00;0.00;0.00;;ITU_06113210H0;;SI;NO;"Martillo Demoledor GSH 5CE - 1150 W. (IVA 10,5%). 1.300-2.900 PPM. Fuerza de percusión 8.3 J. Peso 5.8 kg.Incluye maletín. Heavy Duty Garantía dos años. Su control de vibraciones y su diseño ligero permiten un trabajo continuo y sin esfuerzo en tareas que requieren mucho tiempo. El martillo demoledor también está diseñado para ofrecer durabilidad, con robustos componentes metálicos y un sistema de lubricación optimizado. Además, su potente motor proporciona 8,3 J de energía de impacto para una alta capacidad de arranque de material. Incluye un botón de bloqueo automático, velocidad constante, selección de velocidad y Vario-Lock.";;;;BOSCH;SI;;;;;Visible
